Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
1478,1664298229639,29.65,901.95,2.54,146.34,1.0,1.0,1.65,-0.19,9.35,9.5,-0.13,-0.06,-0.06,-0.06,-0.25,0.06
1479,1664298229913,29.65,901.96,2.45,146.34,1.0,1.0,1.65,-0.21,9.35,9.5,0.0,0.06,-0.06,0.13,-0.06,0.0
1480,1664298230194,29.65,901.97,2.35,146.34,1.0,1.0,1.66,-0.21,9.34,9.49,-0.13,0.13,0.0,-0.13,0.13,0.0
1481,1664298230481,29.65,901.95,2.54,146.34,1.0,1.0,1.66,-0.19,9.33,9.48,-0.06,0.13,0.06,-0.06,0.13,0.06
1482,1664298230756,29.65,901.95,2.54,146.34,1.0,1.0,1.64,-0.2,9.32,9.47,0.0,0.0,-0.06,0.0,0.0,-0.06
1483,1664298231033,29.66,901.93,2.73,146.34,1.0,1.0,1.66,-0.19,9.33,9.48,0.0,0.13,0.0,-0.19,0.06,-0.06
1484,1664298231314,29.66,901.9,3.01,146.34,1.0,1.0,1.66,-0.18,9.33,9.48,-0.06,0.0,0.0,-0.06,0.0,0.0
1485,1664298231599,29.66,901.98,2.26,146.34,1.0,1.0,1.66,-0.22,9.36,9.51,0.0,-0.13,-0.19,0.0,-0.13,-0.19
1486,1664298231877,29.66,901.96,2.45,146.34,1.0,1.0,1.64,-0.19,9.34,9.48,0.06,0.06,-0.13,0.06,0.06,-0.13
1487,1664298232154,29.66,901.94,2.63,146.34,1.0,1.0,1.64,-0.18,9.33,9.47,-0.13,0.06,0.0,0.13,0.13,-0.13
1488,1664298232438,29.67,901.97,2.35,146.34,1.0,1.0,1.65,-0.17,9.3,9.45,-0.13,-0.13,-0.06,-0.13,-0.13,-0.06
1489,1664298232729,29.66,901.95,2.54,146.34,1.0,1.0,1.64,-0.22,9.31,9.46,0.06,-0.13,-0.06,0.06,-0.13,-0.06
1490,1664298233030,29.66,901.96,2.45,146.34,1.0,1.0,1.65,-0.18,9.34,9.49,0.06,0.06,-0.06,0.06,0.06,-0.06
1491,1664298233305,29.66,901.97,2.35,146.34,1.0,1.0,1.64,-0.18,9.33,9.47,-0.06,-0.25,0.13,-0.06,-0.25,0.13
1492,1664298233582,29.66,901.96,2.45,146.34,1.0,1.0,1.64,-0.2,9.35,9.49,0.13,-0.06,0.0,0.13,-0.06,0.0
1493,1664298233861,29.67,901.97,2.35,146.34,1.0,1.0,1.65,-0.17,9.32,9.47,0.19,-0.06,0.0,0.0,-0.06,-0.13
1494,1664298234149,29.67,901.96,2.45,146.34,1.0,1.0,1.66,-0.21,9.33,9.48,-0.06,0.25,-0.06,-0.06,0.25,-0.06
1495,1664298234425,29.67,901.95,2.54,146.34,1.0,1.0,1.66,-0.19,9.34,9.49,0.06,0.0,-0.06,0.06,0.0,-0.06
1496,1664298234702,29.67,901.96,2.45,146.34,1.0,1.0,1.66,-0.2,9.31,9.46,0.06,-0.06,0.06,0.06,-0.06,0.06
1497,1664298234979,29.67,901.94,2.63,146.34,1.0,1.0,1.66,-0.18,9.34,9.49,0.06,-0.06,0.13,0.06,-0.06,0.13
1498,1664298235252,29.67,901.97,2.35,146.34,1.0,1.0,1.65,-0.19,9.33,9.48,0.0,-0.06,0.13,0.0,-0.06,0.13
1499,1664298235534,29.68,901.97,2.35,146.34,1.0,1.0,1.64,-0.19,9.34,9.48,0.0,0.0,0.06,0.0,0.0,0.06
1500,1664298235813,29.68,901.96,2.45,146.34,1.0,1.0,1.65,-0.2,9.33,9.48,-0.06,-0.13,0.0,-0.06,-0.13,0.0
1501,1664298236090,29.68,901.96,2.45,146.34,1.0,1.0,1.64,-0.2,9.33,9.48,0.13,0.06,-0.06,0.13,0.06,-0.06
1502,1664298236365,29.68,901.94,2.63,146.34,1.0,1.0,1.65,-0.2,9.32,9.47,-0.06,0.0,0.06,-0.06,0.0,0.06
1503,1664298236643,29.68,901.94,2.63,146.34,1.0,1.0,1.65,-0.18,9.32,9.47,-0.06,-0.13,0.0,-0.06,-0.06,0.13
1504,1664298236931,29.68,901.95,2.54,146.34,1.0,1.0,1.66,-0.21,9.33,9.48,0.0,0.06,-0.06,0.0,0.06,-0.06
1505,1664298237204,29.68,901.93,2.73,146.34,1.0,1.0,1.65,-0.22,9.35,9.5,0.0,0.0,-0.06,0.0,0.0,-0.06
1506,1664298237494,29.68,901.96,2.45,146.34,1.0,1.0,1.65,-0.21,9.35,9.5,0.0,0.0,0.0,0.0,0.0,0.0
1507,1664298237775,29.67,901.95,2.54,146.34,1.0,1.0,1.63,-0.21,9.35,9.49,0.13,0.19,0.0,0.13,0.19,0.0
1508,1664298238065,29.67,901.93,2.73,146.34,1.0,1.0,1.63,-0.2,9.32,9.46,-0.13,-0.13,0.13,-0.13,-0.13,0.13
1509,1664298238342,29.67,901.96,2.45,146.34,1.0,1.0,1.63,-0.19,9.35,9.49,-0.13,0.19,0.06,-0.13,0.19,0.06
1510,1664298238618,29.67,901.95,2.54,146.34,1.0,1.0,1.65,-0.21,9.32,9.47,-0.13,0.13,-0.06,-0.13,0.13,-0.06
1511,1664298238896,29.67,901.94,2.63,146.34,1.0,1.0,1.66,-0.21,9.36,9.51,0.06,0.06,0.06,-0.06,-0.06,0.19
1512,1664298239172,29.67,901.96,2.45,146.34,1.0,1.0,1.64,-0.19,9.34,9.48,0.06,-0.19,0.06,0.06,-0.19,0.06
1513,1664298239461,29.67,901.95,2.54,146.34,1.0,1.0,1.65,-0.22,9.33,9.48,0.13,-0.06,0.0,0.13,-0.06,0.0
1514,1664298239737,29.67,901.94,2.63,146.34,1.0,1.0,1.66,-0.21,9.31,9.46,0.19,0.0,0.0,0.0,-0.13,-0.06
1515,1664298240010,29.67,901.97,2.35,146.34,1.0,1.0,1.66,-0.2,9.32,9.47,0.13,0.06,0.0,0.13,0.06,0.0
1516,1664298240285,29.67,901.96,2.45,146.34,1.0,1.0,1.65,-0.2,9.33,9.48,0.06,-0.13,0.13,0.06,-0.13,0.13
